interaction_id,student_id,hostel_id,interaction_type,weight,rating,session_id,timestamp
INT-03460,STU-183,HST-030,view,1,,SESS-STU-183-01,2025-11-03 00:42:00
INT-03461,STU-183,HST-024,view,1,,SESS-STU-183-01,2025-11-03 00:49:00
INT-03462,STU-183,HST-012,view,1,,SESS-STU-183-01,2025-11-03 00:40:00
INT-03463,STU-183,HST-032,save,3,,SESS-STU-183-01,2025-11-03 01:28:00
INT-03464,STU-183,HST-025,save,3,,SESS-STU-183-01,2025-11-03 01:28:00
INT-03465,STU-183,HST-016,view,1,,SESS-STU-183-02,2026-01-04 00:00:00
INT-03466,STU-183,HST-014,view,1,,SESS-STU-183-02,2026-01-04 00:02:00
INT-03467,STU-183,HST-032,view,1,,SESS-STU-183-02,2026-01-04 00:16:00
INT-03468,STU-183,HST-027,view,1,,SESS-STU-183-02,2026-01-04 00:15:00
INT-03469,STU-183,HST-032,save,3,,SESS-STU-183-02,2026-01-04 01:12:00
INT-03470,STU-183,HST-032,booking,5,4.0,SESS-STU-183-BOOK,2026-02-10 00:00:00
INT-03471,STU-184,HST-075,view,1,,SESS-STU-184-01,2025-10-31 00:00:00
INT-03472,STU-184,HST-059,view,1,,SESS-STU-184-01,2025-10-31 00:07:00
INT-03473,STU-184,HST-070,view,1,,SESS-STU-184-01,2025-10-31 00:12:00
INT-03474,STU-184,HST-046,view,1,,SESS-STU-184-01,2025-10-31 00:09:00
INT-03475,STU-184,HST-071,view,1,,SESS-STU-184-01,2025-10-31 00:16:00
INT-03476,STU-184,HST-066,view,1,,SESS-STU-184-01,2025-10-31 00:45:00
INT-03477,STU-184,HST-041,view,1,,SESS-STU-184-01,2025-10-31 00:24:00
INT-03478,STU-184,HST-074,view,1,,SESS-STU-184-01,2025-10-31 00:49:00
INT-03479,STU-184,HST-059,save,3,,SESS-STU-184-01,2025-10-31 01:12:00
INT-03480,STU-184,HST-065,view,1,,SESS-STU-184-02,2025-11-28 00:00:00
INT-03481,STU-184,HST-055,view,1,,SESS-STU-184-02,2025-11-28 00:02:00
INT-03482,STU-184,HST-064,view,1,,SESS-STU-184-02,2025-11-28 00:08:00
INT-03483,STU-184,HST-045,view,1,,SESS-STU-184-02,2025-11-28 00:21:00
INT-03484,STU-184,HST-064,save,3,,SESS-STU-184-02,2025-11-28 01:23:00
INT-03485,STU-184,HST-064,booking,5,4.4,SESS-STU-184-BOOK,2026-02-15 00:00:00
INT-03486,STU-185,HST-023,view,1,,SESS-STU-185-01,2025-10-14 00:00:00
INT-03487,STU-185,HST-021,view,1,,SESS-STU-185-01,2025-10-14 00:09:00
INT-03488,STU-185,HST-009,view,1,,SESS-STU-185-01,2025-10-14 00:04:00
INT-03489,STU-185,HST-009,save,3,,SESS-STU-185-01,2025-10-14 01:07:00
INT-03490,STU-185,HST-021,save,3,,SESS-STU-185-01,2025-10-14 01:17:00
INT-03491,STU-185,HST-036,view,1,,SESS-STU-185-02,2025-09-11 00:00:00
INT-03492,STU-185,HST-008,view,1,,SESS-STU-185-02,2025-09-11 00:08:00
INT-03493,STU-185,HST-017,view,1,,SESS-STU-185-02,2025-09-11 00:04:00
INT-03494,STU-185,HST-030,view,1,,SESS-STU-185-02,2025-09-11 00:24:00
INT-03495,STU-185,HST-016,view,1,,SESS-STU-185-02,2025-09-11 00:08:00
INT-03496,STU-185,HST-034,view,1,,SESS-STU-185-02,2025-09-11 00:10:00
INT-03497,STU-185,HST-035,view,1,,SESS-STU-185-02,2025-09-11 00:30:00
INT-03498,STU-185,HST-032,view,1,,SESS-STU-185-02,2025-09-11 01:03:00
INT-03499,STU-185,HST-032,save,3,,SESS-STU-185-02,2025-09-11 01:28:00
INT-03500,STU-185,HST-022,view,1,,SESS-STU-185-03,2026-02-02 00:00:00
INT-03501,STU-185,HST-015,view,1,,SESS-STU-185-03,2026-02-02 00:05:00
INT-03502,STU-185,HST-018,view,1,,SESS-STU-185-03,2026-02-02 00:06:00
INT-03503,STU-185,HST-022,save,3,,SESS-STU-185-03,2026-02-02 01:05:00
INT-03504,STU-185,HST-022,booking_attempt,4,,SESS-STU-185-BOOK,2026-02-15 00:00:00
INT-03505,STU-185,HST-021,booking,5,3.9,SESS-STU-185-BOOK,2026-02-17 00:00:00
INT-03506,STU-186,HST-057,view,1,,SESS-STU-186-01,2025-09-03 00:00:00
INT-03507,STU-186,HST-047,view,1,,SESS-STU-186-01,2025-09-03 00:02:00
INT-03508,STU-186,HST-062,view,1,,SESS-STU-186-01,2025-09-03 00:04:00
INT-03509,STU-186,HST-065,view,1,,SESS-STU-186-01,2025-09-03 00:06:00
INT-03510,STU-186,HST-072,view,1,,SESS-STU-186-01,2025-09-03 00:16:00
INT-03511,STU-186,HST-039,view,1,,SESS-STU-186-01,2025-09-03 00:30:00
INT-03512,STU-186,HST-073,view,1,,SESS-STU-186-01,2025-09-03 00:48:00
INT-03513,STU-186,HST-046,view,1,,SESS-STU-186-01,2025-09-03 00:21:00
INT-03514,STU-186,HST-056,view,1,,SESS-STU-186-01,2025-09-03 00:24:00
INT-03515,STU-186,HST-052,view,1,,SESS-STU-186-01,2025-09-03 01:21:00
INT-03516,STU-186,HST-073,save,3,,SESS-STU-186-01,2025-09-03 01:08:00
INT-03517,STU-186,HST-065,save,3,,SESS-STU-186-01,2025-09-03 01:25:00
INT-03518,STU-186,HST-065,view,1,,SESS-STU-186-02,2026-01-31 00:00:00
INT-03519,STU-186,HST-071,view,1,,SESS-STU-186-02,2026-01-31 00:04:00
INT-03520,STU-186,HST-047,view,1,,SESS-STU-186-02,2026-01-31 00:06:00
INT-03521,STU-186,HST-058,view,1,,SESS-STU-186-02,2026-01-31 00:09:00
INT-03522,STU-186,HST-048,view,1,,SESS-STU-186-02,2026-01-31 00:08:00
INT-03523,STU-186,HST-065,save,3,,SESS-STU-186-02,2026-01-31 01:15:00
INT-03524,STU-186,HST-065,booking_attempt,4,,SESS-STU-186-BOOK,2026-02-24 00:00:00
INT-03525,STU-186,HST-073,booking,5,4.7,SESS-STU-186-BOOK,2026-02-11 00:00:00
INT-03526,STU-187,HST-049,view,1,,SESS-STU-187-01,2026-01-19 00:00:00
INT-03527,STU-187,HST-058,view,1,,SESS-STU-187-01,2026-01-19 00:09:00
INT-03528,STU-187,HST-050,view,1,,SESS-STU-187-01,2026-01-19 00:16:00
INT-03529,STU-187,HST-062,view,1,,SESS-STU-187-01,2026-01-19 00:27:00
INT-03530,STU-187,HST-069,view,1,,SESS-STU-187-01,2026-01-19 00:16:00
INT-03531,STU-187,HST-040,view,1,,SESS-STU-187-01,2026-01-19 00:15:00
INT-03532,STU-187,HST-050,save,3,,SESS-STU-187-01,2026-01-19 01:07:00
INT-03533,STU-187,HST-050,booking,5,4.4,SESS-STU-187-BOOK,2026-02-24 00:00:00
INT-03534,STU-188,HST-012,view,1,,SESS-STU-188-01,2026-01-31 00:00:00
INT-03535,STU-188,HST-022,view,1,,SESS-STU-188-01,2026-01-31 00:05:00
INT-03536,STU-188,HST-018,view,1,,SESS-STU-188-01,2026-01-31 00:16:00
INT-03537,STU-188,HST-003,view,1,,SESS-STU-188-01,2026-01-31 00:18:00
INT-03538,STU-188,HST-001,view,1,,SESS-STU-188-01,2026-01-31 00:32:00
INT-03539,STU-188,HST-025,view,1,,SESS-STU-188-01,2026-01-31 00:25:00
INT-03540,STU-188,HST-017,view,1,,SESS-STU-188-01,2026-01-31 00:42:00
INT-03541,STU-188,HST-019,view,1,,SESS-STU-188-01,2026-01-31 01:03:00
INT-03542,STU-188,HST-029,view,1,,SESS-STU-188-01,2026-01-31 00:40:00
INT-03543,STU-188,HST-014,view,1,,SESS-STU-188-01,2026-01-31 00:18:00
INT-03544,STU-188,HST-007,view,1,,SESS-STU-188-01,2026-01-31 00:30:00
INT-03545,STU-188,HST-029,save,3,,SESS-STU-188-01,2026-01-31 01:01:00
INT-03546,STU-188,HST-018,save,3,,SESS-STU-188-01,2026-01-31 01:02:00
INT-03547,STU-188,HST-029,view,1,,SESS-STU-188-02,2025-09-07 00:00:00
INT-03548,STU-188,HST-004,view,1,,SESS-STU-188-02,2025-09-07 00:05:00
INT-03549,STU-188,HST-022,view,1,,SESS-STU-188-02,2025-09-07 00:14:00
INT-03550,STU-188,HST-016,view,1,,SESS-STU-188-02,2025-09-07 00:18:00
INT-03551,STU-188,HST-025,view,1,,SESS-STU-188-02,2025-09-07 00:24:00
INT-03552,STU-188,HST-036,view,1,,SESS-STU-188-02,2025-09-07 00:30:00
INT-03553,STU-188,HST-022,save,3,,SESS-STU-188-02,2025-09-07 01:24:00
INT-03554,STU-188,HST-024,view,1,,SESS-STU-188-03,2026-01-29 00:00:00
INT-03555,STU-188,HST-017,view,1,,SESS-STU-188-03,2026-01-29 00:05:00
INT-03556,STU-188,HST-011,view,1,,SESS-STU-188-03,2026-01-29 00:10:00
INT-03557,STU-188,HST-008,view,1,,SESS-STU-188-03,2026-01-29 00:09:00
INT-03558,STU-188,HST-033,view,1,,SESS-STU-188-03,2026-01-29 00:08:00
INT-03559,STU-188,HST-021,view,1,,SESS-STU-188-03,2026-01-29 00:45:00
INT-03560,STU-188,HST-016,view,1,,SESS-STU-188-03,2026-01-29 00:12:00
INT-03561,STU-188,HST-009,view,1,,SESS-STU-188-03,2026-01-29 00:56:00
INT-03562,STU-188,HST-015,view,1,,SESS-STU-188-03,2026-01-29 00:48:00
INT-03563,STU-188,HST-032,view,1,,SESS-STU-188-03,2026-01-29 00:27:00
INT-03564,STU-188,HST-021,save,3,,SESS-STU-188-03,2026-01-29 01:09:00
INT-03565,STU-188,HST-009,save,3,,SESS-STU-188-03,2026-01-29 01:28:00
INT-03566,STU-188,HST-021,booking,5,2.5,SESS-STU-188-BOOK,2026-02-25 00:00:00
INT-03567,STU-189,HST-011,view,1,,SESS-STU-189-01,2025-11-03 00:00:00
INT-03568,STU-189,HST-001,view,1,,SESS-STU-189-01,2025-11-03 00:05:00
INT-03569,STU-189,HST-025,view,1,,SESS-STU-189-01,2025-11-03 00:14:00
INT-03570,STU-189,HST-030,view,1,,SESS-STU-189-01,2025-11-03 00:18:00
INT-03571,STU-189,HST-037,view,1,,SESS-STU-189-01,2025-11-03 00:36:00
INT-03572,STU-189,HST-010,view,1,,SESS-STU-189-01,2025-11-03 00:20:00
INT-03573,STU-189,HST-021,view,1,,SESS-STU-189-01,2025-11-03 00:30:00
INT-03574,STU-189,HST-026,view,1,,SESS-STU-189-01,2025-11-03 01:03:00
INT-03575,STU-189,HST-035,view,1,,SESS-STU-189-01,2025-11-03 01:12:00
INT-03576,STU-189,HST-021,save,3,,SESS-STU-189-01,2025-11-03 01:11:00
INT-03577,STU-189,HST-002,view,1,,SESS-STU-189-02,2025-12-23 00:00:00
INT-03578,STU-189,HST-028,view,1,,SESS-STU-189-02,2025-12-23 00:06:00
INT-03579,STU-189,HST-009,view,1,,SESS-STU-189-02,2025-12-23 00:08:00
INT-03580,STU-189,HST-016,view,1,,SESS-STU-189-02,2025-12-23 00:18:00
INT-03581,STU-189,HST-022,view,1,,SESS-STU-189-02,2025-12-23 00:36:00
INT-03582,STU-189,HST-038,view,1,,SESS-STU-189-02,2025-12-23 00:15:00
INT-03583,STU-189,HST-027,view,1,,SESS-STU-189-02,2025-12-23 00:48:00
INT-03584,STU-189,HST-018,view,1,,SESS-STU-189-02,2025-12-23 00:56:00
INT-03585,STU-189,HST-008,view,1,,SESS-STU-189-02,2025-12-23 00:16:00
INT-03586,STU-189,HST-033,view,1,,SESS-STU-189-02,2025-12-23 01:21:00
INT-03587,STU-189,HST-011,view,1,,SESS-STU-189-02,2025-12-23 00:50:00
INT-03588,STU-189,HST-008,save,3,,SESS-STU-189-02,2025-12-23 01:25:00
INT-03589,STU-189,HST-009,save,3,,SESS-STU-189-02,2025-12-23 01:06:00
INT-03590,STU-189,HST-018,save,3,,SESS-STU-189-02,2025-12-23 01:10:00
INT-03591,STU-190,HST-067,view,1,,SESS-STU-190-01,2026-01-18 00:00:00
INT-03592,STU-190,HST-060,view,1,,SESS-STU-190-01,2026-01-18 00:09:00
INT-03593,STU-190,HST-046,view,1,,SESS-STU-190-01,2026-01-18 00:08:00
INT-03594,STU-190,HST-042,view,1,,SESS-STU-190-01,2026-01-18 00:18:00
INT-03595,STU-190,HST-050,view,1,,SESS-STU-190-01,2026-01-18 00:16:00
INT-03596,STU-190,HST-048,view,1,,SESS-STU-190-01,2026-01-18 00:40:00
INT-03597,STU-190,HST-052,view,1,,SESS-STU-190-01,2026-01-18 00:48:00
INT-03598,STU-190,HST-044,view,1,,SESS-STU-190-01,2026-01-18 00:49:00
INT-03599,STU-190,HST-040,view,1,,SESS-STU-190-01,2026-01-18 01:04:00
INT-03600,STU-190,HST-071,view,1,,SESS-STU-190-01,2026-01-18 00:54:00
INT-03601,STU-190,HST-068,view,1,,SESS-STU-190-01,2026-01-18 00:20:00
INT-03602,STU-190,HST-071,save,3,,SESS-STU-190-01,2026-01-18 01:13:00
INT-03603,STU-190,HST-071,view,1,,SESS-STU-190-02,2026-02-04 00:00:00
INT-03604,STU-190,HST-061,view,1,,SESS-STU-190-02,2026-02-04 00:02:00
INT-03605,STU-190,HST-049,view,1,,SESS-STU-190-02,2026-02-04 00:06:00
INT-03606,STU-190,HST-069,view,1,,SESS-STU-190-02,2026-02-04 00:06:00
INT-03607,STU-190,HST-065,view,1,,SESS-STU-190-02,2026-02-04 00:36:00
INT-03608,STU-190,HST-063,view,1,,SESS-STU-190-02,2026-02-04 00:10:00
INT-03609,STU-190,HST-069,save,3,,SESS-STU-190-02,2026-02-04 01:09:00
INT-03610,STU-190,HST-071,save,3,,SESS-STU-190-02,2026-02-04 01:29:00
INT-03611,STU-190,HST-063,save,3,,SESS-STU-190-02,2026-02-04 01:29:00
INT-03612,STU-190,HST-071,booking_attempt,4,,SESS-STU-190-BOOK,2026-02-06 00:00:00
INT-03613,STU-191,HST-047,view,1,,SESS-STU-191-01,2025-12-19 00:00:00
INT-03614,STU-191,HST-068,view,1,,SESS-STU-191-01,2025-12-19 00:06:00
INT-03615,STU-191,HST-049,view,1,,SESS-STU-191-01,2025-12-19 00:04:00
INT-03616,STU-191,HST-040,view,1,,SESS-STU-191-01,2025-12-19 00:15:00
INT-03617,STU-191,HST-073,view,1,,SESS-STU-191-01,2025-12-19 00:16:00
INT-03618,STU-191,HST-069,view,1,,SESS-STU-191-01,2025-12-19 00:15:00
INT-03619,STU-191,HST-066,view,1,,SESS-STU-191-01,2025-12-19 00:36:00
INT-03620,STU-191,HST-061,view,1,,SESS-STU-191-01,2025-12-19 00:28:00
INT-03621,STU-191,HST-070,view,1,,SESS-STU-191-01,2025-12-19 00:40:00
INT-03622,STU-191,HST-068,save,3,,SESS-STU-191-01,2025-12-19 01:24:00
INT-03623,STU-191,HST-047,save,3,,SESS-STU-191-01,2025-12-19 01:02:00
INT-03624,STU-191,HST-069,save,3,,SESS-STU-191-01,2025-12-19 01:04:00
INT-03625,STU-191,HST-069,view,1,,SESS-STU-191-02,2025-12-20 00:00:00
INT-03626,STU-191,HST-075,view,1,,SESS-STU-191-02,2025-12-20 00:04:00
INT-03627,STU-191,HST-040,view,1,,SESS-STU-191-02,2025-12-20 00:12:00
INT-03628,STU-191,HST-043,view,1,,SESS-STU-191-02,2025-12-20 00:06:00
INT-03629,STU-191,HST-055,view,1,,SESS-STU-191-02,2025-12-20 00:28:00
INT-03630,STU-191,HST-059,view,1,,SESS-STU-191-02,2025-12-20 00:10:00
INT-03631,STU-191,HST-047,view,1,,SESS-STU-191-02,2025-12-20 00:42:00
INT-03632,STU-191,HST-068,view,1,,SESS-STU-191-02,2025-12-20 00:21:00
INT-03633,STU-191,HST-042,view,1,,SESS-STU-191-02,2025-12-20 01:04:00
INT-03634,STU-191,HST-066,view,1,,SESS-STU-191-02,2025-12-20 00:54:00
INT-03635,STU-191,HST-058,view,1,,SESS-STU-191-02,2025-12-20 01:20:00
INT-03636,STU-191,HST-059,save,3,,SESS-STU-191-02,2025-12-20 01:11:00
INT-03637,STU-191,HST-042,save,3,,SESS-STU-191-02,2025-12-20 01:23:00
INT-03638,STU-191,HST-068,save,3,,SESS-STU-191-02,2025-12-20 01:10:00
INT-03639,STU-191,HST-061,view,1,,SESS-STU-191-03,2025-09-01 00:00:00
INT-03640,STU-191,HST-067,view,1,,SESS-STU-191-03,2025-09-01 00:05:00
INT-03641,STU-191,HST-075,view,1,,SESS-STU-191-03,2025-09-01 00:14:00
INT-03642,STU-191,HST-060,view,1,,SESS-STU-191-03,2025-09-01 00:21:00
INT-03643,STU-191,HST-073,view,1,,SESS-STU-191-03,2025-09-01 00:32:00
INT-03644,STU-191,HST-064,view,1,,SESS-STU-191-03,2025-09-01 00:15:00
INT-03645,STU-191,HST-054,view,1,,SESS-STU-191-03,2025-09-01 00:12:00
INT-03646,STU-191,HST-041,view,1,,SESS-STU-191-03,2025-09-01 00:28:00
INT-03647,STU-191,HST-069,view,1,,SESS-STU-191-03,2025-09-01 00:24:00
INT-03648,STU-191,HST-040,view,1,,SESS-STU-191-03,2025-09-01 00:54:00
INT-03649,STU-191,HST-065,view,1,,SESS-STU-191-03,2025-09-01 00:50:00
INT-03650,STU-191,HST-065,save,3,,SESS-STU-191-03,2025-09-01 01:11:00
INT-03651,STU-191,HST-064,save,3,,SESS-STU-191-03,2025-09-01 01:24:00
INT-03652,STU-191,HST-061,save,3,,SESS-STU-191-03,2025-09-01 01:28:00
INT-03653,STU-191,HST-068,booking,5,3.7,SESS-STU-191-BOOK,2026-02-26 00:00:00
INT-03654,STU-192,HST-058,view,1,,SESS-STU-192-01,2025-10-18 00:00:00
INT-03655,STU-192,HST-067,view,1,,SESS-STU-192-01,2025-10-18 00:03:00
INT-03656,STU-192,HST-074,view,1,,SESS-STU-192-01,2025-10-18 00:14:00
INT-03657,STU-192,HST-074,save,3,,SESS-STU-192-01,2025-10-18 01:01:00
INT-03658,STU-192,HST-059,view,1,,SESS-STU-192-02,2025-11-11 00:00:00
INT-03659,STU-192,HST-074,view,1,,SESS-STU-192-02,2025-11-11 00:08:00
INT-03660,STU-192,HST-064,view,1,,SESS-STU-192-02,2025-11-11 00:16:00
INT-03661,STU-192,HST-051,view,1,,SESS-STU-192-02,2025-11-11 00:06:00
INT-03662,STU-192,HST-060,view,1,,SESS-STU-192-02,2025-11-11 00:12:00
INT-03663,STU-192,HST-054,view,1,,SESS-STU-192-02,2025-11-11 00:35:00
INT-03664,STU-192,HST-073,view,1,,SESS-STU-192-02,2025-11-11 00:36:00
INT-03665,STU-192,HST-046,view,1,,SESS-STU-192-02,2025-11-11 00:49:00
INT-03666,STU-192,HST-074,save,3,,SESS-STU-192-02,2025-11-11 01:19:00
INT-03667,STU-192,HST-064,save,3,,SESS-STU-192-02,2025-11-11 01:04:00
INT-03668,STU-192,HST-065,view,1,,SESS-STU-192-03,2025-09-24 00:00:00
INT-03669,STU-192,HST-050,view,1,,SESS-STU-192-03,2025-09-24 00:06:00
INT-03670,STU-192,HST-042,view,1,,SESS-STU-192-03,2025-09-24 00:16:00
INT-03671,STU-192,HST-063,view,1,,SESS-STU-192-03,2025-09-24 00:06:00
INT-03672,STU-192,HST-058,view,1,,SESS-STU-192-03,2025-09-24 00:08:00
INT-03673,STU-192,HST-063,save,3,,SESS-STU-192-03,2025-09-24 01:00:00
INT-03674,STU-193,HST-073,view,1,,SESS-STU-193-01,2025-09-16 00:00:00
INT-03675,STU-193,HST-040,view,1,,SESS-STU-193-01,2025-09-16 00:08:00
INT-03676,STU-193,HST-062,view,1,,SESS-STU-193-01,2025-09-16 00:14:00
INT-03677,STU-193,HST-039,view,1,,SESS-STU-193-01,2025-09-16 00:15:00
INT-03678,STU-193,HST-040,save,3,,SESS-STU-193-01,2025-09-16 01:15:00
INT-03679,STU-193,HST-074,view,1,,SESS-STU-193-02,2025-12-07 00:00:00
INT-03680,STU-193,HST-064,view,1,,SESS-STU-193-02,2025-12-07 00:03:00
INT-03681,STU-193,HST-041,view,1,,SESS-STU-193-02,2025-12-07 00:14:00
INT-03682,STU-193,HST-071,view,1,,SESS-STU-193-02,2025-12-07 00:06:00
INT-03683,STU-193,HST-040,view,1,,SESS-STU-193-02,2025-12-07 00:28:00
INT-03684,STU-193,HST-057,view,1,,SESS-STU-193-02,2025-12-07 00:30:00
INT-03685,STU-193,HST-049,view,1,,SESS-STU-193-02,2025-12-07 00:42:00
INT-03686,STU-193,HST-064,save,3,,SESS-STU-193-02,2025-12-07 01:28:00
INT-03687,STU-193,HST-071,view,1,,SESS-STU-193-03,2025-11-04 00:00:00
INT-03688,STU-193,HST-046,view,1,,SESS-STU-193-03,2025-11-04 00:06:00
INT-03689,STU-193,HST-060,view,1,,SESS-STU-193-03,2025-11-04 00:10:00
INT-03690,STU-193,HST-041,view,1,,SESS-STU-193-03,2025-11-04 00:21:00
INT-03691,STU-193,HST-059,view,1,,SESS-STU-193-03,2025-11-04 00:24:00
INT-03692,STU-193,HST-062,view,1,,SESS-STU-193-03,2025-11-04 00:10:00
INT-03693,STU-193,HST-074,view,1,,SESS-STU-193-03,2025-11-04 00:12:00
INT-03694,STU-193,HST-060,save,3,,SESS-STU-193-03,2025-11-04 01:08:00
INT-03695,STU-193,HST-046,save,3,,SESS-STU-193-03,2025-11-04 01:02:00
INT-03696,STU-193,HST-064,booking,5,4.6,SESS-STU-193-BOOK,2026-02-24 00:00:00
INT-03697,STU-194,HST-012,view,1,,SESS-STU-194-01,2026-02-19 00:00:00
INT-03698,STU-194,HST-014,view,1,,SESS-STU-194-01,2026-02-19 00:05:00
INT-03699,STU-194,HST-024,view,1,,SESS-STU-194-01,2026-02-19 00:18:00
INT-03700,STU-194,HST-027,view,1,,SESS-STU-194-01,2026-02-19 00:18:00
INT-03701,STU-194,HST-031,view,1,,SESS-STU-194-01,2026-02-19 00:24:00
INT-03702,STU-194,HST-033,view,1,,SESS-STU-194-01,2026-02-19 00:10:00
INT-03703,STU-194,HST-031,save,3,,SESS-STU-194-01,2026-02-19 01:21:00
INT-03704,STU-194,HST-033,save,3,,SESS-STU-194-01,2026-02-19 01:12:00
INT-03705,STU-194,HST-012,save,3,,SESS-STU-194-01,2026-02-19 01:06:00
INT-03706,STU-194,HST-035,view,1,,SESS-STU-194-02,2025-11-14 00:00:00
INT-03707,STU-194,HST-023,view,1,,SESS-STU-194-02,2025-11-14 00:06:00
INT-03708,STU-194,HST-009,view,1,,SESS-STU-194-02,2025-11-14 00:14:00
INT-03709,STU-194,HST-003,view,1,,SESS-STU-194-02,2025-11-14 00:18:00
INT-03710,STU-194,HST-035,save,3,,SESS-STU-194-02,2025-11-14 01:24:00
INT-03711,STU-194,HST-003,save,3,,SESS-STU-194-02,2025-11-14 01:21:00
INT-03712,STU-194,HST-033,booking_attempt,4,,SESS-STU-194-BOOK,2026-02-16 00:00:00
INT-03713,STU-194,HST-003,booking,5,2.8,SESS-STU-194-BOOK,2026-02-11 00:00:00
INT-03714,STU-195,HST-042,view,1,,SESS-STU-195-01,2025-11-13 00:00:00
INT-03715,STU-195,HST-065,view,1,,SESS-STU-195-01,2025-11-13 00:02:00
INT-03716,STU-195,HST-043,view,1,,SESS-STU-195-01,2025-11-13 00:06:00
INT-03717,STU-195,HST-043,save,3,,SESS-STU-195-01,2025-11-13 01:13:00
INT-03718,STU-196,HST-002,view,1,,SESS-STU-196-01,2025-12-06 00:00:00
INT-03719,STU-196,HST-029,view,1,,SESS-STU-196-01,2025-12-06 00:06:00
INT-03720,STU-196,HST-028,view,1,,SESS-STU-196-01,2025-12-06 00:16:00
INT-03721,STU-196,HST-004,view,1,,SESS-STU-196-01,2025-12-06 00:21:00
INT-03722,STU-196,HST-013,view,1,,SESS-STU-196-01,2025-12-06 00:24:00
INT-03723,STU-196,HST-008,view,1,,SESS-STU-196-01,2025-12-06 00:20:00
INT-03724,STU-196,HST-009,view,1,,SESS-STU-196-01,2025-12-06 00:36:00
INT-03725,STU-196,HST-013,save,3,,SESS-STU-196-01,2025-12-06 01:00:00
INT-03726,STU-196,HST-005,view,1,,SESS-STU-196-02,2025-10-23 00:00:00
INT-03727,STU-196,HST-017,view,1,,SESS-STU-196-02,2025-10-23 00:05:00
INT-03728,STU-196,HST-028,view,1,,SESS-STU-196-02,2025-10-23 00:12:00
INT-03729,STU-196,HST-037,view,1,,SESS-STU-196-02,2025-10-23 00:24:00
INT-03730,STU-196,HST-028,save,3,,SESS-STU-196-02,2025-10-23 01:02:00
INT-03731,STU-196,HST-013,booking_attempt,4,,SESS-STU-196-BOOK,2026-02-20 00:00:00
INT-03732,STU-197,HST-037,view,1,,SESS-STU-197-01,2026-02-10 00:00:00
INT-03733,STU-197,HST-028,view,1,,SESS-STU-197-01,2026-02-10 00:08:00
INT-03734,STU-197,HST-038,view,1,,SESS-STU-197-01,2026-02-10 00:16:00
INT-03735,STU-197,HST-016,view,1,,SESS-STU-197-01,2026-02-10 00:18:00
INT-03736,STU-197,HST-035,view,1,,SESS-STU-197-01,2026-02-10 00:24:00
INT-03737,STU-197,HST-016,save,3,,SESS-STU-197-01,2026-02-10 01:16:00
INT-03738,STU-197,HST-038,save,3,,SESS-STU-197-01,2026-02-10 01:18:00
INT-03739,STU-197,HST-037,save,3,,SESS-STU-197-01,2026-02-10 01:24:00
INT-03740,STU-197,HST-020,view,1,,SESS-STU-197-02,2025-11-07 00:00:00
INT-03741,STU-197,HST-038,view,1,,SESS-STU-197-02,2025-11-07 00:06:00
INT-03742,STU-197,HST-021,view,1,,SESS-STU-197-02,2025-11-07 00:08:00
INT-03743,STU-197,HST-014,view,1,,SESS-STU-197-02,2025-11-07 00:06:00
INT-03744,STU-197,HST-035,view,1,,SESS-STU-197-02,2025-11-07 00:08:00
INT-03745,STU-197,HST-001,view,1,,SESS-STU-197-02,2025-11-07 00:40:00
INT-03746,STU-197,HST-020,save,3,,SESS-STU-197-02,2025-11-07 01:25:00
INT-03747,STU-197,HST-016,booking_attempt,4,,SESS-STU-197-BOOK,2026-01-29 00:00:00
INT-03748,STU-198,HST-072,view,1,,SESS-STU-198-01,2026-02-23 00:00:00
INT-03749,STU-198,HST-046,view,1,,SESS-STU-198-01,2026-02-23 00:04:00
INT-03750,STU-198,HST-041,view,1,,SESS-STU-198-01,2026-02-23 00:14:00
INT-03751,STU-198,HST-074,view,1,,SESS-STU-198-01,2026-02-23 00:24:00
INT-03752,STU-198,HST-044,view,1,,SESS-STU-198-01,2026-02-23 00:36:00
INT-03753,STU-198,HST-071,view,1,,SESS-STU-198-01,2026-02-23 00:35:00
INT-03754,STU-198,HST-075,view,1,,SESS-STU-198-01,2026-02-23 00:48:00
INT-03755,STU-198,HST-060,view,1,,SESS-STU-198-01,2026-02-23 00:56:00
INT-03756,STU-198,HST-067,view,1,,SESS-STU-198-01,2026-02-23 00:56:00
INT-03757,STU-198,HST-050,view,1,,SESS-STU-198-01,2026-02-23 00:18:00
INT-03758,STU-198,HST-075,save,3,,SESS-STU-198-01,2026-02-23 01:20:00
INT-03759,STU-198,HST-046,save,3,,SESS-STU-198-01,2026-02-23 01:18:00
INT-03760,STU-198,HST-041,save,3,,SESS-STU-198-01,2026-02-23 01:22:00
INT-03761,STU-198,HST-048,view,1,,SESS-STU-198-02,2025-12-20 00:00:00
INT-03762,STU-198,HST-056,view,1,,SESS-STU-198-02,2025-12-20 00:08:00
INT-03763,STU-198,HST-039,view,1,,SESS-STU-198-02,2025-12-20 00:08:00
INT-03764,STU-198,HST-070,view,1,,SESS-STU-198-02,2025-12-20 00:27:00
INT-03765,STU-198,HST-070,save,3,,SESS-STU-198-02,2025-12-20 01:19:00
INT-03766,STU-198,HST-056,save,3,,SESS-STU-198-02,2025-12-20 01:11:00
